title,startYear,url
Glad,2002,https://www.rottentomatoes.com/m/glad
Aquanoids,2003,https://www.rottentomatoes.com/m/aquanoids
Highwaymen,2004,https://www.rottentomatoes.com/m/highwaymen
Speed Demon,2003,https://www.rottentomatoes.com/m/speed_demon
Wolves of Wall Street,2002,https://www.rottentomatoes.com/m/wolves_of_wall_street
Exorcism,2003,https://www.rottentomatoes.com/m/exorcism
Bhoot,2003,https://www.rottentomatoes.com/m/bhoot
Hangman's Curse,2003,https://www.rottentomatoes.com/m/hangmans_curse
Nightstalker,2002,https://www.rottentomatoes.com/m/nightstalker
The Bone Snatcher,2003,https://www.rottentomatoes.com/m/bone_snatcher
The Mummy's Kiss,2003,https://www.rottentomatoes.com/m/mummys_kiss
"So, You've Downloaded a Demon",2007,https://www.rottentomatoes.com/m/so_youve_downloaded_a_demon
Tomie: Re-birth,2001,https://www.rottentomatoes.com/m/tomie_rebirth
Tomie: Forbidden Fruit,2002,https://www.rottentomatoes.com/m/tomie_forbidden_fruit
Gothika,2003,https://www.rottentomatoes.com/m/gothika
Dead Bodies,2003,https://www.rottentomatoes.com/m/dead_bodies
Die You Zombie Bastards!,2005,https://www.rottentomatoes.com/m/die_you_zombie_bastards
Revenge of the Unhappy Campers,2002,https://www.rottentomatoes.com/m/revenge_of_the_unhappy_campers
Evil Remains,2004,https://www.rottentomatoes.com/m/evil_remains
Body Jumper,2001,https://www.rottentomatoes.com/m/body_jumper
Sleeping with the Dead,2002,https://www.rottentomatoes.com/m/sleeping_with_the_dead
Vampire Effect,2003,https://www.rottentomatoes.com/m/vampire_effect
Hellborn,2003,https://www.rottentomatoes.com/m/hellborn
Sssshhh...,2003,https://www.rottentomatoes.com/m/sssshhh
Ginger Snaps 2: Unleashed,2004,https://www.rottentomatoes.com/m/ginger_snaps_2_unleashed
Devil's Harvest,2003,https://www.rottentomatoes.com/m/devils_harvest
Riding the Bullet,2004,https://www.rottentomatoes.com/m/riding_the_bullet
The Forgotten,2004,https://www.rottentomatoes.com/m/forgotten
Boogeyman,2005,https://www.rottentomatoes.com/m/boogeyman
Decoys,2004,https://www.rottentomatoes.com/m/decoys
Uninvited,2003,https://www.rottentomatoes.com/m/uninvited
I'll Bury You Tomorrow,2002,https://www.rottentomatoes.com/m/ill_bury_you_tomorrow
Blade: Trinity,2004,https://www.rottentomatoes.com/m/blade_trinity
Hellbreeder,2004,https://www.rottentomatoes.com/m/hellbreeder
Plastic Tree,2003,https://www.rottentomatoes.com/m/plastic_tree
The Holy Terror,2002,https://www.rottentomatoes.com/m/holy_terror
Gozu,2003,https://www.rottentomatoes.com/m/gozu
Guardian of the Realm,2004,https://www.rottentomatoes.com/m/guardian_of_the_realm
The Sleep of Reason,2003,https://www.rottentomatoes.com/m/sleep_of_reason
Aragami,2003,https://www.rottentomatoes.com/m/aragami
Death 4 Told,2004,https://www.rottentomatoes.com/m/death_4_told
Malice@Doll,2001,https://www.rottentomatoes.com/m/malicedoll
Dawn of the Dead,2004,https://www.rottentomatoes.com/m/dawn_of_the_dead
Unearthed,2004,https://www.rottentomatoes.com/m/unearthed
Bangkok Haunted,2001,https://www.rottentomatoes.com/m/bangkok_haunted
Ginger Snaps Back: The Beginning,2004,https://www.rottentomatoes.com/m/ginger_snaps_back_the_beginning
A Tale of Two Sisters,2003,https://www.rottentomatoes.com/m/a_tale_of_two_sisters
Monster Man,2003,https://www.rottentomatoes.com/m/monster_man
Rectuma,2003,https://www.rottentomatoes.com/m/rectuma
Shaun of the Dead,2004,https://www.rottentomatoes.com/m/shaun_of_the_dead
Anacondas: The Hunt for the Blood Orchid,2004,https://www.rottentomatoes.com/m/anacondas_the_hunt_for_the_blood_orchid
Mega Scorpions,2003,https://www.rottentomatoes.com/m/mega_scorpions
Breaking Dawn,2004,https://www.rottentomatoes.com/m/breaking_dawn
Lost Things,2003,https://www.rottentomatoes.com/m/lost_things
House of Voices,2004,https://www.rottentomatoes.com/m/house_of_voices
Toolbox Murders,2004,https://www.rottentomatoes.com/m/toolbox_murders
Dracula 3000,2004,https://www.rottentomatoes.com/m/dracula_3000
Ju-On: The Grudge 2,2003,https://www.rottentomatoes.com/m/juon_the_grudge_2
Season of the Hunted,2003,https://www.rottentomatoes.com/m/season_of_the_hunted
Alone in the Dark,2005,https://www.rottentomatoes.com/m/alone_in_the_dark
Dead Meat,2004,https://www.rottentomatoes.com/m/dead_meat
Hawa,2003,https://www.rottentomatoes.com/m/hawa
Shallow Ground,2004,https://www.rottentomatoes.com/m/shallow_ground
The Yellow Sign,2001,https://www.rottentomatoes.com/m/yellow_sign
Beneath Still Waters,2005,https://www.rottentomatoes.com/m/beneath_still_waters
Hamlet_X,2003,https://www.rottentomatoes.com/m/hamletx
Pontianak harum sundal malam,2004,https://www.rottentomatoes.com/m/pontianak_harum_sundal_malam
Survive This,2005,https://www.rottentomatoes.com/m/survive_this
Flesh for the Beast,2003,https://www.rottentomatoes.com/m/flesh_for_the_beast
The Janitor,2003,https://www.rottentomatoes.com/m/janitor
Bad Inclination,2003,https://www.rottentomatoes.com/m/bad_inclination
Devilman,2004,https://www.rottentomatoes.com/m/devilman
Captivity,2007,https://www.rottentomatoes.com/m/captivity
Incident at Loch Ness,2004,https://www.rottentomatoes.com/m/incident_at_loch_ness
Home Sick,2007,https://www.rottentomatoes.com/m/home_sick
Twisted Illusions 2,2004,https://www.rottentomatoes.com/m/twisted_illusions_2
White Noise,2005,https://www.rottentomatoes.com/m/white_noise
The Ring Two,2005,https://www.rottentomatoes.com/m/ring_two
Cutthroat Alley,2003,https://www.rottentomatoes.com/m/cutthroat_alley
Acacia,2003,https://www.rottentomatoes.com/m/acacia
Operation: Nazi Zombies,2003,https://www.rottentomatoes.com/m/operation_nazi_zombies
Satan's Little Helper,2004,https://www.rottentomatoes.com/m/satans_little_helper
Sur le seuil,2003,https://www.rottentomatoes.com/m/sur_le_seuil
Jennifer's Shadow,2004,https://www.rottentomatoes.com/m/jennifers_shadow
Evil Aliens,2005,https://www.rottentomatoes.com/m/evil_aliens
Johnny Come Lately,2004,https://www.rottentomatoes.com/m/johnny_come_lately
Cry Wolf,2005,https://www.rottentomatoes.com/m/cry_wolf
Silent Hill,2006,https://www.rottentomatoes.com/m/silent_hill
The Amityville Horror,2005,https://www.rottentomatoes.com/m/amityville_horror
Battlefield Baseball,2003,https://www.rottentomatoes.com/m/battlefield_baseball
Bell Witch: The Movie,2007,https://www.rottentomatoes.com/m/bell_witch_the_movie
Boo,2005,https://www.rottentomatoes.com/m/boo
Chainsaw Sally,2004,https://www.rottentomatoes.com/m/chainsaw_sally
Severe Injuries,2003,https://www.rottentomatoes.com/m/severe_injuries
Point of Contact,2006,https://www.rottentomatoes.com/m/point_of_contact
Cold and Dark,2005,https://www.rottentomatoes.com/m/cold_and_dark
The Locals,2003,https://www.rottentomatoes.com/m/locals
Okul,2004,https://www.rottentomatoes.com/m/okul
The Roost,2005,https://www.rottentomatoes.com/m/roost
Saw,2004,https://www.rottentomatoes.com/m/saw
Seed of Chucky,2004,https://www.rottentomatoes.com/m/seed_of_chucky
Wilderness Survival for Girls,2004,https://www.rottentomatoes.com/m/wilderness_survival_for_girls
Graveyard Alive,2003,https://www.rottentomatoes.com/m/graveyard_alive
Blood of the Beast,2003,https://www.rottentomatoes.com/m/blood_of_the_beast
Rise: Blood Hunter,2007,https://www.rottentomatoes.com/m/rise_blood_hunter
Sea of Fear,2006,https://www.rottentomatoes.com/m/sea_of_fear
30 Days of Night,2007,https://www.rottentomatoes.com/m/30_days_of_night
Evil Cult,2003,https://www.rottentomatoes.com/m/evil_cult
The Death Curse,2003,https://www.rottentomatoes.com/m/death_curse
Dreamland,2007,https://www.rottentomatoes.com/m/dreamland
The Grudge,2004,https://www.rottentomatoes.com/m/grudge
The Devil's Rejects,2005,https://www.rottentomatoes.com/m/devils_rejects
House of 9,2005,https://www.rottentomatoes.com/m/house_of_9
Blood and Chocolate,2007,https://www.rottentomatoes.com/m/blood_and_chocolate
House of Wax,2005,https://www.rottentomatoes.com/m/house_of_wax
Bazaar Bizarre,2004,https://www.rottentomatoes.com/m/bazaar_bizarre
Dead End Massacre,2004,https://www.rottentomatoes.com/m/dead_end_massacre
Vampires: The Turning,2005,https://www.rottentomatoes.com/m/vampires_the_turning
Andre the Butcher,2005,https://www.rottentomatoes.com/m/andre_the_butcher
Zombie Honeymoon,2004,https://www.rottentomatoes.com/m/zombie_honeymoon
The Curse of El Charro,2005,https://www.rottentomatoes.com/m/curse_of_el_charro
Choking Hazard,2004,https://www.rottentomatoes.com/m/choking_hazard
Killer Story,2004,https://www.rottentomatoes.com/m/killer_story
The Dark Hours,2005,https://www.rottentomatoes.com/m/dark_hours
The Cave,2005,https://www.rottentomatoes.com/m/cave
Evil Eyes,2004,https://www.rottentomatoes.com/m/evil_eyes
The Exorcism of Emily Rose,2005,https://www.rottentomatoes.com/m/exorcism_of_emily_rose
Ligeia,2002,https://www.rottentomatoes.com/m/ligeia
Hum Kaun Hai?,2004,https://www.rottentomatoes.com/m/hum_kaun_hai
I Pass for Human,2004,https://www.rottentomatoes.com/m/i_pass_for_human
Shadows of the Dead,2004,https://www.rottentomatoes.com/m/shadows_of_the_dead
The Absence of Light,2006,https://www.rottentomatoes.com/m/absence_of_light
Evilenko,2004,https://www.rottentomatoes.com/m/evilenko
Taxidermia,2006,https://www.rottentomatoes.com/m/taxidermia
Return of the Living Dead: Rave to the Grave,2005,https://www.rottentomatoes.com/m/return_of_the_living_dead_rave_to_the_grave
Alien Factor 2: The Alien Rampage,2001,https://www.rottentomatoes.com/m/alien_factor_2_the_alien_rampage
Final Destination 3,2006,https://www.rottentomatoes.com/m/final_destination_3
Insight of Evil,2004,https://www.rottentomatoes.com/m/insight_of_evil
Boy Eats Girl,2005,https://www.rottentomatoes.com/m/boy_eats_girl
Wolf Creek,2005,https://www.rottentomatoes.com/m/wolf_creek
Anna's Eve,2004,https://www.rottentomatoes.com/m/annas_eve
Bleed,2002,https://www.rottentomatoes.com/m/bleed
Glass Trap,2005,https://www.rottentomatoes.com/m/glass_trap
Forest of the Damned,2005,https://www.rottentomatoes.com/m/forest_of_the_damned
Headspace,2005,https://www.rottentomatoes.com/m/headspace
Kulimlim,2004,https://www.rottentomatoes.com/m/kulimlim
Land of the Dead,2005,https://www.rottentomatoes.com/m/land_of_the_dead
Memory,2006,https://www.rottentomatoes.com/m/memory
Offscreen,2006,https://www.rottentomatoes.com/m/offscreen
Doom,2005,https://www.rottentomatoes.com/m/doom
Street Tales of Terror,2004,https://www.rottentomatoes.com/m/street_tales_of_terror
UnConventional,2004,https://www.rottentomatoes.com/m/unconventional
The Texas Chainsaw Massacre: The Beginning,2006,https://www.rottentomatoes.com/m/texas_chainsaw_massacre_the_beginning
Tied Up,2004,https://www.rottentomatoes.com/m/tied_up
The Witch's Sabbath,2005,https://www.rottentomatoes.com/m/witchs_sabbath
Curandero,2005,https://www.rottentomatoes.com/m/curandero
Hellevator,2004,https://www.rottentomatoes.com/m/hellevator
Hatchet,2006,https://www.rottentomatoes.com/m/hatchet
Hide and Creep,2004,https://www.rottentomatoes.com/m/hide_and_creep
Murder-Set-Pieces,2004,https://www.rottentomatoes.com/m/murdersetpieces
Way of the Vampire,2005,https://www.rottentomatoes.com/m/way_of_the_vampire
Rahtree: Flower of the Night,2003,https://www.rottentomatoes.com/m/rahtree_flower_of_the_night
Inside,2006,https://www.rottentomatoes.com/m/inside
Kirei? The Terror of Beauty,2004,https://www.rottentomatoes.com/m/kirei_the_terror_of_beauty
Like Minds,2006,https://www.rottentomatoes.com/m/like_minds
Long Distance,2005,https://www.rottentomatoes.com/m/long_distance
Alien Abduction,2005,https://www.rottentomatoes.com/m/alien_abduction
Immortal Enemy,2003,https://www.rottentomatoes.com/m/immortal_enemy
Mécanix,2003,https://www.rottentomatoes.com/m/mecanix
Studio 666,2005,https://www.rottentomatoes.com/m/studio_666
Haunted Boat,2005,https://www.rottentomatoes.com/m/haunted_boat
The Death of Poe,2006,https://www.rottentomatoes.com/m/death_of_poe
Resident Evil: Extinction,2007,https://www.rottentomatoes.com/m/resident_evil_extinction
The Fog,2005,https://www.rottentomatoes.com/m/fog
Saw II,2005,https://www.rottentomatoes.com/m/saw_ii
Tremendo amanecer,2004,https://www.rottentomatoes.com/m/tremendo_amanecer
Dark Remains,2005,https://www.rottentomatoes.com/m/dark_remains
The Grudge 2,2006,https://www.rottentomatoes.com/m/grudge_2
The Return,2006,https://www.rottentomatoes.com/m/return
Caleuche: El llamado del Mar,2012,https://www.rottentomatoes.com/m/caleuche_el_llamado_del_mar
Whisper,2007,https://www.rottentomatoes.com/m/whisper
Demon Hunter,2005,https://www.rottentomatoes.com/m/demon_hunter
The Gravedancers,2006,https://www.rottentomatoes.com/m/gravedancers
KatieBird *Certifiable Crazy Person,2005,https://www.rottentomatoes.com/m/katiebird_certifiable_crazy_person
The Visitation,2006,https://www.rottentomatoes.com/m/visitation
Return of the Jackalope,2006,https://www.rottentomatoes.com/m/return_of_the_jackalope
Shôwa kayô daizenshû,2003,https://www.rottentomatoes.com/m/showa_kayo_daizenshu
Deadwood Park,2007,https://www.rottentomatoes.com/m/deadwood_park
Eye of Cruelty,2004,https://www.rottentomatoes.com/m/eye_of_cruelty
Saint Francis,2007,https://www.rottentomatoes.com/m/saint_francis
Behind the Mask: The Rise of Leslie Vernon,2006,https://www.rottentomatoes.com/m/behind_the_mask_the_rise_of_leslie_vernon
Mad Cowgirl,2006,https://www.rottentomatoes.com/m/mad_cowgirl
The Path of Evil,2005,https://www.rottentomatoes.com/m/path_of_evil
Head Trauma,2006,https://www.rottentomatoes.com/m/head_trauma
Death's Door,2008,https://www.rottentomatoes.com/m/deaths_door
Pa-siyam,2004,https://www.rottentomatoes.com/m/pasiyam
Slither,2006,https://www.rottentomatoes.com/m/slither
Sweet Insanity,2006,https://www.rottentomatoes.com/m/sweet_insanity
Shutter,2004,https://www.rottentomatoes.com/m/shutter
The Dead One,2007,https://www.rottentomatoes.com/m/dead_one
The Hamiltons,2006,https://www.rottentomatoes.com/m/hamiltons
Naina,2005,https://www.rottentomatoes.com/m/naina
Scorpius Gigantus,2006,https://www.rottentomatoes.com/m/scorpius_gigantus
ShadowBox,2005,https://www.rottentomatoes.com/m/shadowbox
Marronnier,2004,https://www.rottentomatoes.com/m/marronnier
The Reaping,2007,https://www.rottentomatoes.com/m/reaping
Art of the Devil,2004,https://www.rottentomatoes.com/m/art_of_the_devil
The Eternal Present,2004,https://www.rottentomatoes.com/m/eternal_present
Somne,2005,https://www.rottentomatoes.com/m/somne
Star Party,2005,https://www.rottentomatoes.com/m/star_party
Cup of My Blood,2005,https://www.rottentomatoes.com/m/cup_of_my_blood
Weenie Roast Massacre,2007,https://www.rottentomatoes.com/m/weenie_roast_massacre
One Among Us,2005,https://www.rottentomatoes.com/m/one_among_us
Alien Incursion,2006,https://www.rottentomatoes.com/m/alien_incursion
Inexchange,2006,https://www.rottentomatoes.com/m/inexchange
Hunch,2003,https://www.rottentomatoes.com/m/hunch
Dominion: Prequel to the Exorcist,2005,https://www.rottentomatoes.com/m/dominion_prequel_to_the_exorcist
Kill the Scream Queen,2004,https://www.rottentomatoes.com/m/kill_the_scream_queen
P,2005,https://www.rottentomatoes.com/m/p
The Living and the Dead,2007,https://www.rottentomatoes.com/m/living_and_the_dead
Killers,1997,https://www.rottentomatoes.com/m/killers
Deadfall,2000,https://www.rottentomatoes.com/m/deadfall
Resurrection,1999,https://www.rottentomatoes.com/m/resurrection
Lost Souls,2000,https://www.rottentomatoes.com/m/lost_souls
Revelation,1999,https://www.rottentomatoes.com/m/revelation
Sombre,1998,https://www.rottentomatoes.com/m/sombre
Deadlock,1997,https://www.rottentomatoes.com/m/deadlock
Rock 'n' Roll Frankenstein,1999,https://www.rottentomatoes.com/m/rock_n_roll_frankenstein
House on Haunted Hill,1999,https://www.rottentomatoes.com/m/house_on_haunted_hill
Blood,2000,https://www.rottentomatoes.com/m/blood
Audition,1999,https://www.rottentomatoes.com/m/audition
The Blood,2000,https://www.rottentomatoes.com/m/blood
Ride with the Devil,1999,https://www.rottentomatoes.com/m/ride_with_the_devil
The Invitation,2003,https://www.rottentomatoes.com/m/invitation
Beyond the Wall of Sleep,2006,https://www.rottentomatoes.com/m/beyond_the_wall_of_sleep
Reality Check,2002,https://www.rottentomatoes.com/m/reality_check
Close Your Eyes,2002,https://www.rottentomatoes.com/m/close_your_eyes
Under Surveillance,2006,https://www.rottentomatoes.com/m/under_surveillance
Hatred of a Minute,2002,https://www.rottentomatoes.com/m/hatred_of_a_minute
Sunsplit,1997,https://www.rottentomatoes.com/m/sunsplit
Feardotcom,2002,https://www.rottentomatoes.com/m/feardotcom
Titus Andronicus,2000,https://www.rottentomatoes.com/m/titus_andronicus
Dust,2001,https://www.rottentomatoes.com/m/dust
Nutbag,2000,https://www.rottentomatoes.com/m/nutbag
Fallen Angels,2002,https://www.rottentomatoes.com/m/fallen_angels
New Blood,2002,https://www.rottentomatoes.com/m/new_blood
CanniBallistic!,2002,https://www.rottentomatoes.com/m/canniballistic
Trauma,2004,https://www.rottentomatoes.com/m/trauma
Dismembered,2003,https://www.rottentomatoes.com/m/dismembered
One Missed Call,2003,https://www.rottentomatoes.com/m/one_missed_call
Acne,2000,https://www.rottentomatoes.com/m/acne
Omen,2003,https://www.rottentomatoes.com/m/omen
Near Death,2004,https://www.rottentomatoes.com/m/near_death
Halloween,2007,https://www.rottentomatoes.com/m/halloween
El Nominado,2003,https://www.rottentomatoes.com/m/el_nominado
Sins of the Father,2004,https://www.rottentomatoes.com/m/sins_of_the_father
Whistle,2003,https://www.rottentomatoes.com/m/whistle
Reeker,2005,https://www.rottentomatoes.com/m/reeker
Sweeney Todd: The Demon Barber of Fleet Street,2007,https://www.rottentomatoes.com/m/sweeney_todd_the_demon_barber_of_fleet_street
Hotel,2004,https://www.rottentomatoes.com/m/hotel
All Souls Day: Dia de los Muertos,2005,https://www.rottentomatoes.com/m/all_souls_day_dia_de_los_muertos
The Possession,2012,https://www.rottentomatoes.com/m/possession
Metamorphosis,2007,https://www.rottentomatoes.com/m/metamorphosis
Stinger,2005,https://www.rottentomatoes.com/m/stinger
Creatures from the Pink Lagoon,2006,https://www.rottentomatoes.com/m/creatures_from_the_pink_lagoon
Brutal,2006,https://www.rottentomatoes.com/m/brutal
Autopsy,2008,https://www.rottentomatoes.com/m/autopsy
Unholy,2007,https://www.rottentomatoes.com/m/unholy
